,index,date,content,renderedContent,hashtags,likeCount,location
888,888,2021-03-07 13:19:13+00:00,"@chris_neto Too many, so here’s what I’m using consistently: 

Jabra Evolve 75 for #WFH standard Zoom. 
Jabra Elite 75 for out &amp; about #AVfitness 
Apple Earbuds (wired) for show-calling 
Scarlett+SM7B for enhanced #WFH @StarfleetPod and @GothamUPod podcasting 

#AVintheAM","@chris_neto Too many, so here’s what I’m using consistently: 

Jabra Evolve 75 for #WFH standard Zoom. 
Jabra Elite 75 for out &amp; about #AVfitness 
Apple Earbuds (wired) for show-calling 
Scarlett+SM7B for enhanced #WFH @StarfleetPod and @GothamUPod podcasting 

#AVintheAM","('WFH', 'AVfitness', 'WFH', 'AVintheAM')",6,New York
889,889,2021-03-05 15:30:13+00:00,Excited to announce that after a full year of #wfh I have returned to the perennially sweaty #NYC commute. At last!,Excited to announce that after a full year of #wfh I have returned to the perennially sweaty #NYC commute. At last!,"('wfh', 'NYC')",0,New York
890,890,2021-03-03 13:08:30+00:00,"Has this happened to you? Let us help poop your pooch out while you are working from home. Contact us for special WFH pricing #pug #pugs #separationanxiety #wfh #workfromhome #Dog #Dogs #Pet #Pets #nyc #newyorkcity 
#financialdistrict #pawsonpine #lowermanhattan #fidi https://t.co/Q5LoA6SRJl","Has this happened to you? Let us help poop your pooch out while you are working from home. Contact us for special WFH pricing #pug #pugs #separationanxiety #wfh #workfromhome #Dog #Dogs #Pet #Pets #nyc #newyorkcity 
#financialdistrict #pawsonpine #lowermanhattan #fidi https://t.co/Q5LoA6SRJl","('pug', 'pugs', 'separationanxiety', 'wfh', 'workfromhome', 'Dog', 'Dogs', 'Pet', 'Pets', 'nyc', 'newyorkcity', 'financialdistrict', 'pawsonpine', 'lowermanhattan', 'fidi')",3,New York
891,891,2021-03-02 16:52:54+00:00,"#fiber in your diet 
more #opticalfiber #fiberoptic #infrastructure #Hoboken to support our #5G and #wfh needs @ Hoboken, New Jersey https://t.co/X9kMEhu2h2","#fiber in your diet 
more #opticalfiber #fiberoptic #infrastructure #Hoboken to support our #5G and #wfh needs @ Hoboken, New Jersey instagram.com/p/CL7HpkIDdus/…","('fiber', 'opticalfiber', 'fiberoptic', 'infrastructure', 'Hoboken', '5G', 'wfh')",0,New York
892,892,2021-03-01 22:14:45+00:00,"take your blender into the bathroom to make smoothies for your spouse who is doing a presentation in the living room and your kid who is on her ipad and doesn’t want to be interrupted.

follow me for more recipes 

#pandemic #parenting #recipe #wfh #ftw","take your blender into the bathroom to make smoothies for your spouse who is doing a presentation in the living room and your kid who is on her ipad and doesn’t want to be interrupted.

follow me for more recipes 

#pandemic #parenting #recipe #wfh #ftw","('pandemic', 'parenting', 'recipe', 'wfh', 'ftw')",1,New York
893,893,2021-04-30 17:16:02+00:00,Who will join me on Sunday to discuss the “art of doing nothing” or #Niksen? It’s harder than it seems in our continuous quest to be productive. A pandemic year &amp; #WFH gave us reason to adjust &amp; value time #unplugged ➡️ 📚 by @smaartie @lona_aalders https://t.co/UWfMNFbubW https://t.co/YPJfcnC4tk https://t.co/LpBW0BeuFZ,Who will join me on Sunday to discuss the “art of doing nothing” or #Niksen? It’s harder than it seems in our continuous quest to be productive. A pandemic year &amp; #WFH gave us reason to adjust &amp; value time #unplugged ➡️ 📚 by @smaartie @lona_aalders bit.ly/3eMAJWo twitter.com/experimentbook… https://t.co/LpBW0BeuFZ,"('Niksen', 'WFH', 'unplugged')",2,New York
894,894,2021-04-28 16:27:44+00:00,Today works. But I need one of those outdoors extension cords. #WFH https://t.co/LAwzrMesNm,Today works. But I need one of those outdoors extension cords. #WFH https://t.co/LAwzrMesNm,"('WFH',)",0,New York
895,895,2021-04-28 12:19:47+00:00,"Luckily I still fit into my dress clothes and loafers. Also, more importantly, vest fits perfectly. #wfh #hybridoffice #office #retail https://t.co/ceNNpYG42A","Luckily I still fit into my dress clothes and loafers. Also, more importantly, vest fits perfectly. #wfh #hybridoffice #office #retail twitter.com/carlquintanill…","('wfh', 'hybridoffice', 'office', 'retail')",0,New York
896,896,2021-04-28 12:10:14+00:00,"Resume experience and skills any parent should be able to add to their resume after 1 year of #WFH:

⁃Childcare administrator
⁃Private tutor
⁃Live-in chef
⁃Nurse assistant
⁃In-house Tech Support 
⁃Part-time worker

Awards/Recognitions: Parent of the Year https://t.co/QEd9Xxv1YJ","Resume experience and skills any parent should be able to add to their resume after 1 year of #WFH:

⁃Childcare administrator
⁃Private tutor
⁃Live-in chef
⁃Nurse assistant
⁃In-house Tech Support 
⁃Part-time worker

Awards/Recognitions: Parent of the Year https://t.co/QEd9Xxv1YJ","('WFH',)",3,New York
897,897,2021-04-27 14:22:33+00:00,Adventures in #WFH... I have a new(ish) neighbor who sings everyday and I’ve been texting my performer friend audio clips to see if she can guess the songs https://t.co/i3sXEL4Jmc,Adventures in #WFH... I have a new(ish) neighbor who sings everyday and I’ve been texting my performer friend audio clips to see if she can guess the songs https://t.co/i3sXEL4Jmc,"('WFH',)",2,New York
898,898,2021-04-25 14:05:40+00:00,Plan your week with popdesk by booking a workspace by the day #WFH #WorkFromHome #BetterTogether #betterthanhome #NYR https://t.co/zW225HPeln,Plan your week with popdesk by booking a workspace by the day #WFH #WorkFromHome #BetterTogether #betterthanhome #NYR twitter.com/popdeskapp/sta…,"('WFH', 'WorkFromHome', 'BetterTogether', 'betterthanhome', 'NYR')",1,New York
899,899,2021-04-23 20:15:54+00:00,"On another note, whose excited to get back into the office on Monday?!?! Even if it's because I need to train someone, at least we are getting back in the grooooovvvveee. And doing the day shift! #WFH #backtoworkmonday","On another note, whose excited to get back into the office on Monday?!?! Even if it's because I need to train someone, at least we are getting back in the grooooovvvveee. And doing the day shift! #WFH #backtoworkmonday","('WFH', 'backtoworkmonday')",0,New York
900,900,2021-04-22 15:15:00+00:00,I’m OMW to 🌴 Living-room 😌 #WFH #beachbody #styleonafly💅🏽 https://t.co/TNJpuSteQ1,I’m OMW to 🌴 Living-room 😌 #WFH #beachbody #styleonafly💅🏽 twitter.com/huegolden/stat…,"('WFH', 'beachbody', 'styleonafly')",0,New York
901,901,2021-04-15 12:25:50+00:00,Thursday morning greetings 🌿🌸🪴🌱❣️#springtime #nyc   #urbanjungle #wfh @ Astoria https://t.co/4tTjHcpawI,Thursday morning greetings 🌿🌸🪴🌱❣️#springtime #nyc   #urbanjungle #wfh @ Astoria instagram.com/p/CNr8EGmjC5WG…,"('springtime', 'nyc', 'urbanjungle', 'wfh')",0,New York
902,902,2021-04-02 18:27:16+00:00,"‘Tis truly a Good Friday. 🙏

#emiliothepapillon🐶 #wfh #wfhbuddy #beardsandtattoos #clubchavez🐾 @ Brooklyn, New York https://t.co/YDQOlKqD0q","‘Tis truly a Good Friday. 🙏

#emiliothepapillon🐶 #wfh #wfhbuddy #beardsandtattoos #clubchavez🐾 @ Brooklyn, New York instagram.com/p/CNLHGB_hOjE/…","('emiliothepapillon', 'wfh', 'wfhbuddy', 'beardsandtattoos', 'clubchavez')",0,New York
903,903,2021-04-02 16:07:14+00:00,"My co-worker stole my seat (again.)

#wfh is really getting old. https://t.co/rwqYwWkPwP","My co-worker stole my seat (again.)

#wfh is really getting old. https://t.co/rwqYwWkPwP","('wfh',)",10,New York
904,904,2021-04-02 13:42:52+00:00,"Hubby: [after I said something sassy in a fun way] GO TO WORK!
Me [at my desktop]: I AM at work. 💁🏿‍♂️
Hubby: *speechless*
#sassy #WFH #wfhlife","Hubby: [after I said something sassy in a fun way] GO TO WORK!
Me [at my desktop]: I AM at work. 💁🏿‍♂️
Hubby: *speechless*
#sassy #WFH #wfhlife","('sassy', 'WFH', 'wfhlife')",1,New York
905,905,2021-05-31 18:53:54+00:00,"How it started &amp; How it is going.
🤓
#desksetup #WFH https://t.co/NTBeKolRMr","How it started &amp; How it is going.
🤓
#desksetup #WFH https://t.co/NTBeKolRMr","('desksetup', 'WFH')",3,New York
906,906,2021-05-28 18:46:46+00:00,@Miss_Internet @galeriarevista Congrats @Miss_Internet - so great to see your continued success - but I have a question - are they your #WFH shoes?  They really are tremendous and maybe @SarahLizChar should have interviewed you for her article on post pandemic office/wfh attire:). Hope all is well,@Miss_Internet @galeriarevista Congrats @Miss_Internet - so great to see your continued success - but I have a question - are they your #WFH shoes?  They really are tremendous and maybe @SarahLizChar should have interviewed you for her article on post pandemic office/wfh attire:). Hope all is well,"('WFH',)",1,New York
907,907,2021-05-28 13:38:12+00:00,He refuses to sit at the desk ($200) or in the desk chair ($100) I bought. 🤦🏽‍♀️ #remotelearning #WFH #boymom https://t.co/e71p9PZVds,He refuses to sit at the desk ($200) or in the desk chair ($100) I bought. 🤦🏽‍♀️ #remotelearning #WFH #boymom https://t.co/e71p9PZVds,"('remotelearning', 'WFH', 'boymom')",1,New York
908,908,2021-05-27 17:57:12+00:00,"🍚Upside of #wfh, lunch at home https://t.co/SOehxOl4nb","🍚Upside of #wfh, lunch at home https://t.co/SOehxOl4nb","('wfh',)",6,New York
909,909,2021-05-26 12:50:46+00:00,Look who is back in the studio on weekdays after six months #WFH .... Great to see my @fox5ny #GDNY family IN PERSON! 🏀⚾️🏒🎤📺 https://t.co/wVteI7ATYW,Look who is back in the studio on weekdays after six months #WFH .... Great to see my @fox5ny #GDNY family IN PERSON! 🏀⚾️🏒🎤📺 https://t.co/wVteI7ATYW,"('WFH', 'GDNY')",34,New York
910,910,2021-05-24 20:26:41+00:00,On a call sitting outside and met with a very cuuuute distraction 🥺 #WFH https://t.co/SSDbNADpBn,On a call sitting outside and met with a very cuuuute distraction 🥺 #WFH https://t.co/SSDbNADpBn,"('WFH',)",97,New York
911,911,2021-05-21 03:29:51+00:00,"Happy to see the industry coming back to life, now if I can only go back to my normal  schedule #WFH  #boredatwork #overnightshift","Happy to see the industry coming back to life, now if I can only go back to my normal  schedule #WFH  #boredatwork #overnightshift","('WFH', 'boredatwork', 'overnightshift')",1,New York
912,912,2021-05-21 01:21:44+00:00,Calls with Asia team but also the little really needs snuggles before bed #watchuswingit #wfh https://t.co/evaE5X9dIo,Calls with Asia team but also the little really needs snuggles before bed #watchuswingit #wfh https://t.co/evaE5X9dIo,"('watchuswingit', 'wfh')",57,New York
913,913,2021-05-19 17:39:14+00:00,Quick &gt;20 min work from home meal: seasoned #hamburgerhelper deluxe cheeseburger macaroni w/ baby spinach and mustard 💪🏿 #fitness #WFH #food #FitnessMotivation https://t.co/cHHMjrujgH,Quick &gt;20 min work from home meal: seasoned #hamburgerhelper deluxe cheeseburger macaroni w/ baby spinach and mustard 💪🏿 #fitness #WFH #food #FitnessMotivation https://t.co/cHHMjrujgH,"('hamburgerhelper', 'fitness', 'WFH', 'food', 'FitnessMotivation')",1,New York
914,914,2021-05-19 00:36:10+00:00,"Two meetings,...  hmmm.  Challenge accepted @Tess_invests Who’s with me? #WFH #ZoomFatigue https://t.co/R4cl1XsAVV","Two meetings,...  hmmm.  Challenge accepted @Tess_invests Who’s with me? #WFH #ZoomFatigue twitter.com/Tess_invests/s…","('WFH', 'ZoomFatigue')",2,New York
915,915,2021-05-17 17:11:13+00:00,#WFH but make it a #SpaDay https://t.co/6ixC8pw7oa,#WFH but make it a #SpaDay https://t.co/6ixC8pw7oa,"('WFH', 'SpaDay')",0,New York
916,916,2021-05-17 00:03:12+00:00,"@LanaZak I notice you changed home studio a little bit Ms. Lana for your CBSN newscasts, the new camera angle looks different than it was two weekends ago plus some flower bottles you add but we're missing the tuba that was behind you for about an year. Love it💙! #WFH🏠 @CBSNews https://t.co/zoubNIWU7E","@LanaZak I notice you changed home studio a little bit Ms. Lana for your CBSN newscasts, the new camera angle looks different than it was two weekends ago plus some flower bottles you add but we're missing the tuba that was behind you for about an year. Love it💙! #WFH🏠 @CBSNews https://t.co/zoubNIWU7E","('WFH',)",1,New York
917,917,2021-05-16 13:52:20+00:00,"In our #weekend vibe, wearing #sartorial @Mohans_Tailors #formal &amp; #businesscasual #menswear for play, an event or vacation or #WFH! Versatile #blazers &amp; #shirts w/business #pants, or #shorts, #jeans, the finest #suits &amp;more!

Make an appt.! 2126970050 https://t.co/kWir6PdnfY https://t.co/mbcl29nEPb","In our #weekend vibe, wearing #sartorial @Mohans_Tailors #formal &amp; #businesscasual #menswear for play, an event or vacation or #WFH! Versatile #blazers &amp; #shirts w/business #pants, or #shorts, #jeans, the finest #suits &amp;more!

Make an appt.! 2126970050 bit.ly/3drnc7J https://t.co/mbcl29nEPb","('weekend', 'sartorial', 'formal', 'businesscasual', 'menswear', 'WFH', 'blazers', 'shirts', 'pants', 'shorts', 'jeans', 'suits')",3,New York
918,918,2021-05-15 12:28:12+00:00,"1/N: 1st thing Monday:start making old school, pen &amp; paper to-do lists. I stopped actively making them for the last month or so, and things have been slipping through the cracks like scheduling a full-body massage. #WorkLifeBalance #wfh  #ProductivityTips #phdvoice #kosphd https://t.co/3kiY52WYjV","1/N: 1st thing Monday:start making old school, pen &amp; paper to-do lists. I stopped actively making them for the last month or so, and things have been slipping through the cracks like scheduling a full-body massage. #WorkLifeBalance #wfh  #ProductivityTips #phdvoice #kosphd https://t.co/3kiY52WYjV","('WorkLifeBalance', 'wfh', 'ProductivityTips', 'phdvoice', 'kosphd')",3,New York
919,919,2021-05-13 18:34:34+00:00,"Hey @Apple, I used to enjoy ""all day battery life"" on my iPhone 11 until I updated to iOS 14.5.1 
Now I need to recharge by midday even after I don't use my phone as much. 
Is there an update coming soon that'll fix this? 
This has messed up my #WFH life in so many ways!","Hey @Apple, I used to enjoy ""all day battery life"" on my iPhone 11 until I updated to iOS 14.5.1 
Now I need to recharge by midday even after I don't use my phone as much. 
Is there an update coming soon that'll fix this? 
This has messed up my #WFH life in so many ways!","('WFH',)",4,New York
920,920,2021-05-12 12:42:45+00:00,"Are you going back to the office or still WFH? 💭 

#BOOKASERVICE🗓 Style Consult | Event Styling | Photoshoot | Makeover
👉🏽 https://t.co/hYnT5FHRs2 👈🏽

#fashion #stylist #photoshoot #menswear #mensfashion #mensstyle #businesscasual #officespace #WFH #styledbydannif💕 https://t.co/gYGSQ6qPhf","Are you going back to the office or still WFH? 💭 

#BOOKASERVICE🗓 Style Consult | Event Styling | Photoshoot | Makeover
👉🏽 glamhive.com/dannifarrar1 👈🏽

#fashion #stylist #photoshoot #menswear #mensfashion #mensstyle #businesscasual #officespace #WFH #styledbydannif💕 https://t.co/gYGSQ6qPhf","('BOOKASERVICE', 'fashion', 'stylist', 'photoshoot', 'menswear', 'mensfashion', 'mensstyle', 'businesscasual', 'officespace', 'WFH', 'styledbydannif')",2,New York
921,921,2021-05-12 10:21:36+00:00,"@MonocleMan1 @ROIChristie Thanks for sharing. #office &amp; #wfh will evolve over time, although clearly it has changed and needed a change. Got the big nudge last March.","@MonocleMan1 @ROIChristie Thanks for sharing. #office &amp; #wfh will evolve over time, although clearly it has changed and needed a change. Got the big nudge last March.","('office', 'wfh')",1,New York
922,922,2021-05-12 01:13:42+00:00,"@WeWork shed it's bad assets #WFH will transform post covid even as ""companies limit their permanent footprints drastically"" #office #cmbs 

""Expect to see 'remote with cowork stipend' appearing on the comp line of more &amp; more job descriptions"" https://t.co/OxGTMIHS0X","@WeWork shed it's bad assets #WFH will transform post covid even as ""companies limit their permanent footprints drastically"" #office #cmbs 

""Expect to see 'remote with cowork stipend' appearing on the comp line of more &amp; more job descriptions"" https://t.co/OxGTMIHS0X","('WFH', 'office', 'cmbs')",2,New York
